PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY
RN|72433439|CN202939|AC0756|ACT|2400|39|Pierce|1|1|05F|02136||You do not want to miss your opportunity for this single family gem. This rental offers spacious bedrooms featuring a MASTER ENSUITE on the 3rd floor, good closet space and storage, hardwood floors, fresh coat of paint, new carpeting, and  lots of natural sunlight. The townhouse also boasts an open concept with an eat in kitchen. Did I mention the washer/dryer hook up in the basement & the 3 off street parking spots. A commuters dream with easy access to the transit systems & bus systems (i.e. Commuter rail, Forrest Hills/Mattapan Sq); with close proximity  for highway access, and the local shopping areas (Milton, Hyde Park, Roslindale, and Mattapan). Book your appointment today as this unit will not last!!!|13|12/17/2018 4:39:00 PM|2139611121|Suffolk|MA|B|5|3|2|1||3|8800|1620|2f;1h|N||||
RN|72433441|TM324496|AN2383|ACT|3100|1|Walsh Place|1|1|103|02109||Located in Boston's historic North End, this gorgeous two bed/two bath home is the perfect opportunity to live in the heart of the city. The stunning kitchen features stainless steel appliances, a gas range, quartz countertops, custom white cabinetry, and a breakfast bar. The kitchen opens up into a dining area with french doors that lead onto a custom made wrought iron Juliette balcony. The bedrooms feature large walk-in closets, and the bathrooms offer an over-sized walk-in shower and a large soaking tub. Here you will enjoy in-unit laundry, hardwood floors throughout, central AC, a security system, and a private brick courtyard. Just a short distance from the abundance of shops, restaurants, and bars that the North End is famous for, this is the perfect opportunity to live a life of luxury!|9|12/17/2018 4:46:00 PM|4999|Suffolk|MA|C|4|2|2|0||0|0|789|2f;0h|N||||
RN|72433473|CN226698|BB9009|ACT|2200|41|Firth Road|2|1|008|02131||Beautiful, Newly Renovated, 3 bedroom, 1 bath located on 2nd floor of two family building. Great location, easy access to transportation.|8|12/17/2018 7:07:00 PM|1534|Suffolk|MA|D|5|3|1|0||2|3660|1200|1f;0h|N||||
RN|72433504|CN218475|NB2388|ACT|2400|126|Greenwood st|2|1||02121||Newly renovated, spacious, hardwood floor throughout the unit, granite counter top|10|12/17/2018 10:25:00 PM|1023|Suffolk|MA|D|5|3|1|0|N|0|3726|1164|1f;0h|N||||N
RN|72433518|CN221752|NB4248|ACT|3800|530|Atlantic Ave|412|1|111|02210||Prices are exclusive of any taxes or utilities. This beautifully furnished 1 bedroom apartment in Downtown/Financial District is available and ideal for short to long-term stays (1-12+ months). Key Features: Designer and custom made furniture, Full kitchen equipment, Quality 5-star hotel mattress, linen & towels, Wide-screen TV, wifi speaker, coffee maker, In-unit washer & dryer. Building: Fitness Center, Lounge, Doorman, Pet-friendly. (id 48).|19|12/19/2018 6:20:00 AM|4096|Suffolk|MA|D|3|1|1|0||1|550|550|1f;0h|N||||
RN|72433520|BB923714|AN1609|ACT|2250|970|River Street|2|1|006|02136||Sunny Renovated Deleaded ( Certificate In Hand) 3 Bedroom Apartment On 2nd Floor Of 3 Family Home In The Heart Of Hyde Park. Over 1400 Square Feet Of Living Space, New Appliances. Hardwood Floors. Close To Transportation, Dining, Shopping, Schools, And Much More. Credit And Background Check With Good References. More Pictures Coming Soon|16|1/3/2019 11:54:00 AM|537073199|Suffolk|MA|D|6|3|1|0|N|0|0.09|1400|1f;0h|N||N||
RN|72433542|CN208522|BB5918|ACT|3300|900|Beacon Street|302|1|105|02215||Don't miss out on the opportunity to live in Boston's newest luxury rental building, Gateway Boston. The property features brand new construction of 32 luxury rental units over 4 floors. This beautiful one bedroom plus den unit showcases quartz counter tops, stainless steel appliances, glass tile back splash, an over abundance of windows and natural light, laundry in unit and hardwood floors throughout most of the unit. The building has elevator access, trash and recycling on each floor. Parking is available in the underground parking garage for $250/mo! Sorry No Undergrads! Within 0.1 miles to both St. Mary's and Fenway T- Stops on the Green Line, Whole Foods and Fenway Park! Get in contact today for more info!|17|12/18/2018 9:46:00 AM|0|Suffolk|MA|B|5|1|1|0||1|843|843|1f;0h|N||||
RN|72433547|BB805679|BB3081|ACT|1950|72|Englewood Ave|5|1|011|02135||Stunning and unique penthouse apartment in tastefully renovated Victorian on the Brookline line. This bi-level, spacious (931 sf) apartment features updated eat-in-kitchen and bath with clawfoot tub, hardwood floors throughout, and in-unit washer/dryer. Beautiful common areas with terrific architectural details. Short walk to Reservoir park, restaurants and shops, minutes to all major routes, steps to T (B, C or D lines). Can be used as a 2 bedroom split.|14|12/18/2018 9:59:00 AM|0|Suffolk|MA|D|4|1|1|0||0|0|931|1f;0h|N||||
RN|72433555|BB815589|BB3226|ACT|1950|41|Saratoga St|4B|1|019|02128||Beautifully designed unit featuring open floor plan with hardwood flooring, granite countertops, energy efficient stainless steel appliances. Advanced HVAC and hot water systems in all units helping to reduce utility costs. Garage parking available for additional fee.  Located In the heart of up and coming East Boston! Enjoy nearby restaurants, parks and waterfront while just minutes away from downtown Boston. Close to Blue Line Airport and Maverick T Stations.  Walking distance to MBTA bus service.  Easy access to Sumner Tunnel with discounted rates for East Boston residents! This a new 18 unit apartment building, completed in March 2015.|5|12/18/2018 10:19:00 AM|0|Suffolk|MA|D|3|1|1|0||0|0|601|1f;0h|N||||N
RN|72433561|BB921560|BB4786|ACT|2500|315|Cambridge|3|1|102|02114||Sunny, spacious south facing two bedroom apartment on upper floor on Cambridge St. Nicely maintained unit with modern eat-in kitchen (d/d), wood floors, two good size bedrooms. Common Laundry. Steps to MEEI, Mass General, Whole Foods and the Charles St. Red Line T Stop. Walk to Kendall Square, the Financial District and Back Bay. No Pets. No Smoking. Available Jan 1 or sooner.|6|12/18/2018 10:37:00 AM|0|Suffolk|MA|D|4|2|1|0|N|0|0|750|1f;0h|N||N||N
RN|72433591|NB111301|NB2155|ACT|3500|488|Columbus Ave|4|1|104|02118||Just listed!   Picture perfect two bedroom home located in a corner building with southwest exposure & 12 windows letting in unmatched natural sunlight & views of the Back Bay.  Immaculate interior features an open floor plan with bay windows, granite kitchen, oak HW floors, formal dining room, ornate marble fireplace, crown molding, recessed lighting, in-suite laundry, & private deck.  Located in the heart of the South End, this amazing apartment is just steps to Titus Sparrow Park, Back Bay, Restaurant Row, night life, & all Boston has to offer! Available 2/1/19.   No utilities included.|18|12/18/2018 11:35:00 AM|0|Suffolk|MA|C|5|2|1|0||0|99999999|800|1f;0h|N||||
RN|72433593|CN201749|AN0715|ACT|2150|154|Chestnut Ave|2|1|007|02130||Spectacular apartment with vaulted ceilings and an abundance of natural light. Come see this well laid out 1-bedroom apartment with all of the amenities including in-unit laundry, off street parking and private outdoor space. Apartment consist of a living room and dining room combo, full kitchen and good sized bedroom with a walk-in closet. Skylights in the kitchen, bathroom, and bedroom bring life to the spaces. Access to the private deck area just off the kitchen. Easy walk to Stony Brook (orange line) and small grocery within a block. Close proximity to the Longwood Medical Area and I-93. Don't miss the opportunity to live in this truly unique well appointed 1 bedroom in JP.|8|12/18/2018 11:40:00 AM|0|Suffolk|MA|B|3|1|1|0||1|99999|796|1f;0h|N||||
RN|72433594|CN202351|NB1520|ACT|3750|3|Mendell Way|A (left)|1|007|02130||This gorgeous townhouse built in 2014 could be your home! 3 bedrooms with a master suite which has a private deck and master bath. Hardwood floors throughout, bright with lots of sunlight, ample storage space, double crown moldings and chair rails, contemporary lighting, central A/C. Nice kitchen with white cabinetry, granite, stainless steel, dishwasher, disposal. Garage, yard, in unit laundry! Awesome location close to public transportation, Stony Brook T Station, restaurants, entertainment and more! Call for your private showing today!|16|12/18/2018 11:42:00 AM|536870911|Suffolk|MA|B|7|3|2|1|Y|3|0|1650|2f;1h|N||N||N
RN|72433600|TM327588|AN2383|ACT|5500|665|Washington Street|2114|1||02111||Corner 2 bed, 2 bath siituated on the 21st floor of the Kensington Building, with multiple exposures of the Charles River, Boston Commons, Blue Hills, etc.|14|12/18/2018 11:55:00 AM|0|Suffolk|MA|D|5|2|2|0||0|0|1119|2f;0h|Y|D|||
RN|72433614|B9500170|B95034|ACT|2200|2|Grotto Glen Rd.|2|1|007|02130||Top of the line quality apartment on the second floor in three family house.High ceilings,h/w floor,modern kitchen and bathroom.Quiet street with plenty of parkings.Close to T line and Veteran Hospital.|7|12/18/2018 12:18:00 PM|93|Suffolk|MA|D|6|2|1|0||0|0|1200|1f;0h|N||||
RN|72433618|BB809036|AN2726|ACT|2950|55|ELIOT ST|44|1|007|02130||Stunning 2 bedroom duplex available for rent. This duplex features large open floor plan, IN UNIT LAUNDRY, & CENTRAL AC! recently renovated kitchen white kitchen with breakfast bar, Ubatuba granite counter tops w/ white cabinets, flows into dining room great for entertaining ..has beautiful built in book shelves and plenty of space for a large dining table….it blends nicely into a fantastic living room that has an enchanting patio area and ornamental fireplace. Upstairs features 2 really good size bedrooms that can fit king size beds still being roomy. Dynamic Location as its near Jamaica Pond, Longwood Medical Areas, public transportation, excellent fine eateries, pubs, coffee shops. Fantastic opportunity to live in such a great location and a very beautiful condo. PARKING FOR RENT $150. Tenant pays broker fee.|9|12/18/2018 12:29:00 PM|0|Suffolk|MA|B|5|2|1|1||1|0|1520|1f;1h|N||||
RN|72433622|CT009318|AN3335|ACT|3900|46|Cedar Lane Way|3|1|102|02108||Premier location at the foot of Beacon Hill on a quiet side street. This professionally designed and updated home is beautifully furnished, offering all of the luxury amenities of a five star hotel. The apartment features a fully equipped chefs kitchen, premium TV and internet suite, and includes all utilities. A short walk to some of Boston's finest restaurants, the gorgeous Boston Common, Mass General Hospital, and public transit. This is the ideal home for the most discerning Boston professionals.|7|12/18/2018 12:34:00 PM|12151|Suffolk|MA|D|5|2|2|0|N|0|0|0|2f;0h|N||||N
RN|72433683|CN226232|BB1465|ACT|2400|10|Melvin Ave|4|1||02135||Exquisite & gut renovated 2 bedroom on Melvin Ave in Brighton. Ultra Rare, Laundry in unit! Just underwent a full renovation. High end kitchen with all new appliances, cabinets, granite countertops, floor & tile backsplash. Beautiful newly renovated bathroom. Hardwood floors, rear deck, brand new sleek ceiling fans, and ample closet space. Pets considered. Wonderful location, right on green line, right near Whole Foods, Washington Square and more! Available now. Lease to end 7/31/19 or 8/31/19. Very rare unit, will not last long!|9|12/18/2018 3:49:00 PM|2097699|Suffolk|MA|C|5|2|1|0|U|0|9999|875|1f;0h|N||N||
RN|72433739|CN208522|BB5918|ACT|2900|900|Beacon Street|505|1|105|02215||Don’t miss out on the opportunity to live in Boston’s newest luxury rental building, Gateway Boston. The property features brand new construction of 32 luxury rental units over 4 floors. This beautiful one bedroom unit showcases granite counter tops, stainless steel appliances, glass tile back splash, an over abundance of windows and natural light, laundry in unit and hardwood floors throughout. The building has elevator access, trash and recycling on each floor. Parking is available in the underground parking garage for $250/mo and cats and small dogs are okay! Within 2 minute walk of both St. Mary’s and Fenway T- Stops on the Green Line, Whole Foods and Fenway Park! Get in contact today for more info!|11|12/18/2018 6:39:00 PM|0|Suffolk|MA|D|4|1|1|0||1|710|710|1f;0h|N||||
RN|72433744|CN220215|NB4834|ACT|2400|219|Chelsea St|3|1||02128||Be the first renter to enjoy this well-maintained and ideally located condo! Just steps from Airport Station on the blue line, this 2.5 bed 1.5 bath has hardwood flooring and ceramic tile, full kitchen with granite and stainless steel, and a spacious living room and private rear deck for enjoyment. Plenty of light in this 980 sq foot unit. Central AC, Washer/dryer in unit! Pets negotiable.  Half bedroom perfect for office. 120 sq ft of basement storage available. Plenty of resident street parking in a beautiful neighborhood on tree-lined Chelsea st.   Plenty of shopping, transportation, parks, restaurants, bars, entertainment.|15|12/18/2018 7:09:00 PM|32767|Suffolk|MA|C|7|2|1|1||0|2000|980|1f;1h|N||||
RN|72433758|CN225659|AN4224|ACT|2800|90|Warrenton St|19|1|114|02116||SHORT TERM FURNISHED Theatre District 1 bedroom apartment with high end finishes throughout. Flexible lease dates starting January 1, 2019 for 3-4 months.|7|12/18/2018 9:17:00 PM|8058|Suffolk|MA|D|3|1|1|0||0|9999|650|1f;0h|N||||
RN|72433774|CN228349|BB9906|ACT|2350|109|Queensberry|11|1|105|02115||NO FEE! Charming 1-bedroom, 1-bathroom, with HUGE Living Room and a modern kitchen and bathroom. Common Laundry on-site. Parking is available for rent.|13|12/18/2018 10:58:00 PM|1023|Suffolk|MA|C|4|1|1|0||1|9999|800|1f;0h|N||||
RN|72433817|BB810624|AN1594|ACT|1800|17|Armstrong Street|2|1|007|02130||For Feb 1. Sunny apartment awaits you. Two bedrooms, plus office or small bedroom. There is an updated eat in kitchen with gas stove, living room, modern bathroom with shower and tub. Flexible floor plan - large front room could be bedroom or living room. Coin-op laundry in basement. Near everything in JP! Near Hyde Square shops and transportation, near Whole Foods Market, Southwest Corridor Park and bike trail. Short commute to Longwood or Downtown. Take either Bus 39 or get the T at Jackson Square or Stonybrook T Stops. One cat is negotiable, Sorry no dogs.. Smoke free home. Lead certificate.|13|12/19/2018 10:17:00 AM|83922938|Suffolk|MA|D|4|2|1|0||0|3000|850|1f;0h|N||||
