id,name,contact,website,phone1,phone2,fax1,email,address1,address2,city,state,zip,source,broker_notes,update_date,listingAgentId
6773509,"""Bener Series LLC.""",,,"(617) 928-3355","(617) 928-3434",,benersrs@gmail.com,"""30 Sycamore Rd.""",,"""Newton""",MA,02459,"YGL Network",,04/12/2019,
6773510,"""The Gillach Group""",,,"(914) 260-0980",,,Jen.Stengel@thegillachgroup.com,"""191 Grove St.""",,"""Chestnut Hill""",MA,02467,"YGL Network",,04/12/2019,
6773511,"""Investment Realty Solutions""",,,"(617) 733-8717",,,davidgradus@hotmail.com,"""P.O. Box 754""",,"""East Boston""",MA,02128,"YGL Network",,04/12/2019,
6773512,"""Chestnut Hill BBC""",,,"(617) 734-5900",,,jdemunda@chestnuthillrealty.com,"""113 Kilsyth Rd.""","""Unit B""","""Brighton""",MA,02135,"YGL Network","""**KEYS NOW AVAILABLE AT THREE LOCATIONS:							 113 KILSYTH ROAD, UNIT B - MANAGEMENT OFFICE IN BRIGHTON BETWEEN 9am-5pm M-F (617)-734-5900 x120 1223 BEACON STREET - OFFICE IN BROOKLINE (617) 734-7300 BETWEEN 10am-4pm, Mon-Sun!!! 1 LANGDON STREET - CAMBRIDGE OFFICE (617) 876-8600 BETWEEN 10am-4pm, Mon-Sat!!! PLEASE CALL AHEAD FOR KEY AVAILABILITY IN CAMBRIDGE! FIRST AND LAST MONTH'S RENT DEPOSIT AS WELL AS A $50 LOCK CHANGE FEE OWED UPON APPROVAL						 							 ALWAYS CONTACT RESIDENTS PRIOR TO SHOWING UNITS			 CONTACT OUR KILSYTH OFFICE FOR PARKING AND STORAGE AVAILABILITY For faster approval, fax your application to Kaitlyn Hesse at (617) 734-5927""",04/12/2019,
6773513,"""Adam Virgadamo""",,,"(617) 777-5353",,,a.virgadamo@gmail.com,,,"""Boston""",MA,02116,"YGL Network","""Listing broker is owner.""",04/12/2019,
6773514,"""Comm. Ave. Associates""",,,"(617) 783-1400",,,mark@caaboston.com,"""1101 Commonwealth Ave.""",,"""Boston""",MA,02215,"YGL Network","""ALL Units are CO-BROKE with Comm. Ave. Associates.  Please call Comm. Ave Associates at 617-254-5712 with 24 hour notice for all showings.  Keys may be borrowed from Comm. Ave. Associates. Please bring RE license, business card and photo ID.   Please also call tenants with 24 hour notice""",04/12/2019,
6773515,"""Invest Info Brokers""",,,"(781) 449-6684",,,InvestInfoBrokers@verizon.net,,,"""Needham""",MA,02494,"YGL Network",,04/12/2019,
6773516,"""Norbert Associates LLC""",,,"(617) 240-4116",,,offcentrelofts@gmail.com,"""20 Park Plaza""","""Suite 833""","""Boston""",MA,02116,"YGL Network",,04/12/2019,
6773517,"""Alpha Equity Capital""",,,"(617) 510-4447",,,nerajtuli@gmail.com,"""124 Walnut St.""",,"""Somerville""",MA,02145,"YGL Network",,04/12/2019,
6773518,"""Michael Podjarski""",,,"(857) 540-9777",,,rent.bostoncondo@gmail.com,"""P.O. Box 762""",,"""Westwood""",MA,02090,"YGL Network","""Keys Available:  GREENLINE REALTY	        (617) 731-5434 PREVIEW PROPERTIES	(617) 731-0101 """,04/12/2019,
6773519,"""Stavrou Realty""",,,"(617) 738-5866",(617)821-3367,,stavrourealty@aol.com,"""1673A Beacon St.""",,"""Brookline""",MA,02445,"YGL Network",,04/12/2019,
6773520,"""Arash Arbabi""",,,"(617) 610-8833",,,4sparhawk@gmail.com,"""4 Sparhawk St.""",,"""Boston""",MA,02135,"YGL Network","""Landlord: Arash 617-610-8833 or 4Sparhawk@gmail.com  First, Last and 1 month Security Due at Signing.   Please email me the documents in 1 PDF file when completed and coordinate for drop-off of hard copies+check so we can process the application  Applications: for each individual Must include :  - Completed Application  - Copy of Picture ID - Full Credit & Background Check Report - Income verification (copy of Paystub+Proof of employment) + Bank Statement - Contact for last landlord/referral  - Deposit Check equal to 1 month rent   (write check to Arash Arbabi) - If in school, Enrollment documentation - If using Co-signer, Co-signer form and credit check (does not need to be notarized)""",04/10/2019,
6773521,"""Michael Swann""",,,"(617) 838-7808",,,mswann@rentboardwalk.com,"""183 Harvard Ave.""",,"""Allston""",MA,02134,"YGL Network",,04/12/2019,
6773522,"""Susana Zou""",,,"(617) 368-0936",,,bingoproperties@gmail.com,"""56 Salem St.""",,"""Winchester""",MA,01890,"YGL Network","""- Relist this one.  we decided to put it on market again.  We will delay renovation until next year.  - landlord pays 50% gas -Right at the edge of Magoun Square and Winter Hill-Five minutes away from Somerville Trum Field park-Nearby local restaurants, CVS all within 5 minutes of walking-Laundromat across the streetTransportation: -89 Bus (downstairs) - sullivan square (10 minutes), david square (5 minutes), TUFTS-86 bus (1 minute to bus stop)- to Lechmere station (15 minutes) (cambridge gallaria mall)-101 bus (10 minutes to bus stop)-Near highway 93Stores:-CVS store - 2 minutes walking-Market Basket - 10 mins driving-All kinds of restaurants in walking distance (within 5 minutes walking)""",04/12/2019,
6773523,"""CherryPickingProperties LLC""",,,7819963696,,,contact@cherrypickingproperties.com,"""One City Hall Square Ste 9""",,"""Lynn""",MA,01901,"YGL Network",,04/12/2019,
6773524,"""leverettgroupllc""",,,6173063794,,,leverettgroupllc@gmail.com,"""280 boylston st, apt 507""",,"""chestnut hill""",MA,02467,"YGL Network",,04/12/2019,
6773525,"""Brenda van der Merwe""",,,617-388-7897,,,brendavan@brendavandermerwe.com,,,"""Newton""",MA,02458,"YGL Network",,04/12/2019,
6773526,"""KYL LLP""",,,617-283-5893,,,jdautocenter@msn.com,"""320 Newton St""",,"""Brookline""",MA,02467,"YGL Network",,04/12/2019,
6773527,"""Abbey Residential Management""",,,617-266-2665,,,jmaxwell@theabbeygroup.com,"""67 St. Germain Street""",,"""Boston""",MA,02115,"YGL Network",,04/12/2019,
6773528,"""Brucehomes""",,,"256) 392-7924",,,longrunners@outlook.com,"""58 Lake Dr, Plymouth""",,"""Plymouth""",MA,02360,"YGL Network",,04/12/2019,
6773529,"""Tihamer Orban""",,,6177393470,,,tihamer.orban@gmail.com,"""64 Aspinwall""",,"""Brookline""",MA,02446,"YGL Network",,04/12/2019,
6773530,"""Zemack Real Estate""",,,5089229551,,,lisa@zemack.com,"""187 oaks Road""",,"""Framingham""",MA,01702,"YGL Network","""-parking is available if needed and can be discussed separately. -tenant pays commssion""",04/12/2019,
6773531,"""Robert Schaude""",,,3156771591,,,rental2001@zoho.com,,,"""Newport Beach""",MA,92663,"YGL Network",,04/12/2019,
6773532,"""DMG Commercial""",,,617-894-2266,,,jeff@dmgcommercial.com,"""100 High Street""",,"""Westwood""",MA,02092,"YGL Network","""Landlord prefer 2 working Professional""",04/12/2019,
6773533,"""angelo gianakis""",,,6175944266,,,agianakis@aol.com,"""139 highland street""",,"""worcester""",MA,01609,"YGL Network",,04/12/2019,
6773534,"""Lambert Street Apartments""",,,508-326-9582,,,rubydwsm@verizon.net,"""10 Bayberry Road""",,"""Canton""",MA,02021,"YGL Network",,04/12/2019,
6773535,"""Equity Residential""",,,617-661-6980,,,jrummel1@eqr.com,"""929 Mass Ave""",,"""Cambridge""",MA,02139,"YGL Network","""10 Magazine Steet- 617-547-9556 or Churchcorner@eqr.com 929 Mass or 10 Centre Street- 617-661-6980 or 929mass@eqr.com""",04/12/2019,
6773536,"""APS International""",,,212-518-6009,,,zorro987bc@aol.com,"""133 Clarendon street P.O. Box 170274""",,"""Boston""",MA,02117,"YGL Network",,04/12/2019,
6773537,"""Equity Residential""",,,6177312050,,,cityviewatlongwood@eqr.com,"""75 Saint Alphonsus St""",,"""Boston""",MA,02120,"YGL Network",,04/12/2019,
6773538,"""The Box District""",,,617-884-7271,,,boxdistrict@hallkeen.com,,,"""Chelsea""",MA,02150,"YGL Network",,04/12/2019,
6773539,"""Chris Valstyn""",,,617-548-3157,,,vals600@rcn.com,"""34 Olcott St., Apt B""",,"""Watertown""",MA,02472,"YGL Network",,04/12/2019,
6773540,"""Ashley Bryan""",,,"(617) 383-4711",,,ashleybryan1@hotmail.com,"""210 South Street""",,"""Boston""",MA,02111,"YGL Network",,04/12/2019,
6773541,"""Church Realty""",,,"617 782 7740",,,jtwigz211@yahoo.com,"""23 farrington Ave""",,"""ALLSTON""",MA,02134,"YGL Network",,04/12/2019,
6773542,"""yougotlistings.com""",,,"(512) 222-7527",,,decemberhome@hotmail.com,"""44 Pratt St""",,"""Allston""",MA,02134,"YGL Network","""The Murdock is a new construction development consisting of 5 luxury townhomes set in a residential neighborhood just steps to Brighton Center and St. Elizabeth's Hospital.""",04/12/2019,
6773543,"""Shawna""",,,"914) 580-8526",,,tenantneeded12@outlook.com,"""9402 Aphrodite St Bakersfield, CA 93306""",,"""Bakersfield""",MA,93306,"YGL Network","""402 Aphrodite St Built in 07' this beautiful home is on a corner lot and features 3 bedrooms and 2 baths. Wood flooring throughout with tile linoleum in the bathrooms and kitchen. Granite counter tops in kitchen and an open floor plan great for entertaining! Master bath comes with a shower, soaking tub and walk in closet. Nice sized backyard with covered patio and landscaped yard. Gardener included!! This home also has a 2 car garage!""",04/12/2019,
6773544,"""Dream Realty Management""",,,781-630-0043,,,fleck.elizabeth@gmail.com,,,"""Braintree""",MA,02184,"YGL Network",,04/12/2019,
6773545,"""prothom alo ltd.""",,,516-986-6350,,,robiul12hasan@gmail.com,"""1101 lebanon street.""",,"""10453""",MA,"new y","YGL Network",,04/12/2019,
6773546,"""Scudder Bay Capital, LLC""",,,339-219-0316,,,alapolla@scudderbay.com,,,"""Wakefield""",MA,01880,"YGL Network",,04/12/2019,
6773547,"""Meridian Realty Group""",,,617-716-9133,,,kristy@mrgproperty.com,"""46 Gloucester St.""",,"""Boston""",MA,02115,"YGL Network",,04/12/2019,
6773548,"""Wingate Companies""",,,617-783-1525,,,skelly@wingatecompanies.com,"""1925 Commonwealth Ave""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773549,"""Elisa Silveira Adams""",,,617-777-7027,,,elisanunes.silveira@gmail.com,"""33 Flett Rd""",,"""Belmont""",MA,02478,"YGL Network","""Second floor is being renovated and a room in the actic will be added (no aditional cost) once renovation is done. There is one small office room. I have a tenant living there but they are very flexible.""",04/12/2019,
6773550,"""Seth Williams""",,,6174380969,,,Bostonbuilding@yahoo.com,"""63 Leyden St""",,"""East Boston,""",MA,02128,"YGL Network",,04/12/2019,
6773551,"""Weiqiang Cheng""",,,7012120340,,,chengwq@hotmail.com,"""42 wayside road""",,"""westborough""",MA,01581,"YGL Network",,04/12/2019,
6773552,"""Eric Shinrock""",,,703-732-2029,,,eshinrock@gmail.com,,,"""Jamaica Plain""",MA,02130,"YGL Network",,04/12/2019,
6773553,"""Peter Inc.""",,,79137655415,,,vysotskiy.petr@gmail.com,"""901 N. Pitt Street, Suite 325""",,"""Alexandria""",MA,22314,"YGL Network",,04/12/2019,
6773554,"""Bajra Real Estate""",,,617-870-3979,,,jimmymetals@gmail.com,"""382 Washington St""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773555,"""Tien-Tien Lai""",,,617-383-9185,,,tientienlai@hotmail.com,,,"""Boston""",MA,02108,"YGL Network",,04/12/2019,
6773556,"""Hunter Management""",,,781-399-7787,,,maren@huntermanagement.net,"""PO Box 45""",,"""Quincy""",MA,02170,"YGL Network","""Documents needed for approval (see our YGL page):  * Application  * 2 recent pay stubs (if foreign student: visa) * copy of ID * Credit / Criminal Background Check  * Landlord Reference  * W9 * If needed: notarized guarantor letter with 2 recent pay stubs   Also: More tenants than bedrooms negotiable (extra fee)   For any questions contact Maren@huntermanagement.net or call 781- 399-7787.""",04/12/2019,
6773557,"""Kessinger, GRI, RECI, NCE, AGO""",,,9516862138,,,kessingerx@yahoo.com,"""P O Box   one""",,"""Riverside""",MA,92502,"YGL Network",,04/12/2019,
6773558,"""Allied Capital Properties | Danesh Group""",,,6178428889,,6172327700,info@thedaneshgroup.com,"""1368 Beacon St""","""Suite 109""","""Brookline""",MA,02446,"YGL Network",,04/12/2019,
6773559,"""Universal Properties""",,,6179380713,,,Dlevey@universalmgt.com,"""64 Newton Street""",,"""Brookline""",MA,02445,"YGL Network",,04/12/2019,
6773560,"""Aspire Property Management""",,,"(866) 648-1536",,,davidjohnson79@mail.com,,,"""Boston""",MA,02284,"YGL Network",,04/12/2019,
6773561,"""Cottage for Rent""",,,6174487718,,,dsullivan0427@gmail.com,,,"""Manomet""",MA,02345,"YGL Network",,04/12/2019,
6773562,"""First Rate Management""",,,866.452.3358,,,davidsmith1777@mail.com,,,"""Boston""",MA,02126,"YGL Network",,04/12/2019,
6773563,"""Go Pro Realty, LLC""",,,9783358014,,,goprorealtyllc@gmail.com,"""3 Stockwell Lane""",,"""Wenham""",MA,01984,"YGL Network",,04/12/2019,
6773564,"""Rafi Properties LLC""",,,617-448-1479,,,jjeha@rafiproperties.com,"""533 Washington St.""",,"""Boston""",MA,02111,"YGL Network","""Undergrad OK with qualified in-state co-signer. Grad student OK with qualified co-signer.""",04/12/2019,
6773565,"""Downtown Boston Realty""",,,508-951-2968,617-921-4006,,info@downtownbostonrealty.com,"""151 Tremont Street""",,"""Boston""",MA,02111,"YGL Network",,04/12/2019,
6773566,"""Amit Kanodia""",,,6174174997,,,amitkanodia@gmail.com,"""8 Crescent Hill""",,"""Wakefield""",MA,01880,"YGL Network",,04/12/2019,
6773567,"""Charles River Condominiums""",,,617-217-8460,,,ahad.choudhury@gmail.com,,,"""Cambridge""",MA,02139,"YGL Network",,04/12/2019,
6773568,"""Darin Associates, Inc""",,,617-852-2215,,,angela.melkonian1@gmail.com,"""20 Park Plaza, Suite  468""",,"""Boston""",MA,02116,"YGL Network","""For Charlestown - Lessor: Darensher Nominee Trust, c/o Darin Associates,Inc., 20 Park Plaza, Suite 468, Boston, MA 02116 - 617-670-2550  The checks are payable to: Darensher Nominee Trust  For Maintenance on all leases at the bottom: maintenance@darinassociates.com Emergencies: Melkon 617-852-2216    In each place where it reads LESSOR on the lease and all addendums, please add - managing agent for lessor.   The Addendum of Additional Terms is for 38 Day Street, Thurston Street & Charlestown Listings.    The Apartment Condition Addendum wording should be added to the Apartment Condition Statement.    The attached No Smoking Addendum should be used along with the Mold, Insect, Tenant Lead Law Addendums.    A Standard Fixed Term Lease is used NOT a Simplified Fixed Term Lease.  Please be sure that the tenant's email address is located on their rental application and a cell no. is given and NOT a home telephone number.  """,04/12/2019,
6773569,"""DAVID MARK""",,,4158785435,,,infoouttake@gmail.com,,,"""San Ramon""",MA,94583,"YGL Network",,04/12/2019,
6773570,"""RMD Management Assoc., LLC""",,,6177319114,,,rmdadmin@apartmentseastboston.com,"""P.O. Box 1046""",,"""Brookline""",MA,02446,"YGL Network","""See this unit photos @ http://www.apartmentseastboston.com/66-3-virtual-tour.html""",04/12/2019,
6773571,"""Gibson Sotheby's""",,,617-596-6155,,,abby.robinson@gibsonsir.com,"""556 Tremont Street""",,"""Boston""",MA,02118,"YGL Network",,04/12/2019,
6773572,"""Fay Wong""",,,508-736-2347,,,fay.wong@fgwgroup.com,"""276 Turnpike Road""",,"""Westborough""",MA,01581,"YGL Network","""Tenant pays 1 mo broker fee to be split betw co-brokes. First and last required upfront if accepted. 1 yr lease. Excellent credit, good income and great references.""",04/12/2019,
6773573,"""Boston Realty Relocations""",,,"617 678 2962",,,jhaberis@gmail.com,"""1401 Beacon Street #507""",,"""Brookline""",MA,02446,"YGL Network",,04/12/2019,
6773574,"""artemis fredette""",,,617-828-0310,,,artfredette@hotmail.com,"""9 cowdrey street""",,"""stonham""",MA,02180,"YGL Network",,04/12/2019,
6773575,"""Boston Brothers Realty""",,,781-603-8702,,,George.Sarkis@OtisAhearn.com,"""65 E. India Row #7A""",,"""Boston""",MA,02110,"YGL Network",,04/12/2019,
6773576,"""Housing Management Resources""",,,617-471-0300,,,cmcgrath@hmrproperties.com,"""500 Victory Road Floor #3""",,"""Quincy""",MA,02171,"YGL Network",,04/12/2019,
6773577,"""michael shepard""",,,"(619) 798-4914",,,killerw65@mail.com,,,"""West Dennis""",MA,02670,"YGL Network",,04/12/2019,
6773578,"""Jerome Bibuld Red Tree Real Estate""",,,6176425456,,,Jerome@redtreeboston.com,"""12 Sewall Ave""",,"""Brookline""",MA,02446,"YGL Network",,04/12/2019,
6773579,"""Joseph Solomon""",,,781-999-0804,,,solomj@gmail.com,,,"""Boston""",MA,02128,"YGL Network",,04/12/2019,
6773580,"""Neal Napolitano""",,,"(716) 226-6097",,,neal.napolitano9760@gmail.com,"""210 South Street""",,"""Boston""",MA,02111,"YGL Network",,04/12/2019,
6773581,"""Skyline Realty Inc""",,,"(415) 890-4601",,,igriv77@gmail.com,"""120 Kingston St""",,"""Boston""",MA,02111,"YGL Network",,04/12/2019,
